ID,AccountName,CharacterName,Class,Rank,Level,Experience,Dead,1644382123,1644382423,1644382724,1644383025,1644383325,1644383626,1644383926,1644384227,1644384527
02b3900cf6e84b3cac2fbb97f1cdf9fbd404796e5c796158ac6d73f64aa46181,gisk,NOT_SO_VIRGIN_OLIVE_OIL,Necromancer,25,97,3467103121,False,3455074508,3457085698,3457912451,3458954872,3460348532,3461560970,3463848046,3465800205,3467103121
ec26a0ac2db00a7a41b4256d15494dd9603e81bd2948c3c8be1017d6176118c6,Unt12,OttersGottaOtt,Elementalist,26,97,3390535005,False,3390535005,3390535005,3390535005,3390535005,3390535005,3390535005,3390535005,3390535005,3390535005
bd28bcc0734fee0b8c5d5ffd41a6798e8f2ada9e25546a6d6ebf57b824a1aa15,Wiizai,WiizaiClusterCopium,Champion,27,96,3232172596,False,3232172596,3232172596,3232172596,3232172596,3232172596,3232172596,3232172596,3232172596,3232172596
d2d74488aae3058de80df20c56756fc0bcbe4d79e5bd0cc6168f67f7001b30ac,yabba34,zippy_milk,Saboteur,28,96,3222251865,True,3222251865,DEAD 3222251865,DEAD 3222251865,DEAD 3222251865,DEAD 3222251865,DEAD 3222251865,DEAD 3222251865,DEAD 3222251865,DEAD 3222251865
a656ed1d60a8a1be6d1a474e437acb5c6cd22aade0c6bbb7748aa155b1af1c13,lalagate,Lalagate_Joy,Slayer,29,96,3198211918,False,3189404317,3191324488,3192452626,3193431630,3195127254,3196616501,3198211918,3198211918,3198211918
6a595d277102b12a4d239c53f17e0bfd687bbef4e708fc379cc4198d20576d18,Celly123,Celly_booom,Hierophant,30,96,3185961886,False,3185961886,3185961886,3185961886,3185961886,3185961886,3185961886,3185961886,3185961886,3185961886
006de14c9e65349dae05ce8095da35451599d46299ae5e3e44923781650fe22b,EverAnimal,UJEBㆍTOMU,Champion,31,96,3161835696,True,3161835696,DEAD 3161835696,DEAD 3161835696,DEAD 3161835696,DEAD 3161835696,DEAD 3161835696,DEAD 3161835696,DEAD 3161835696,DEAD 3161835696
64152902552887dcefff8e60d93ceb0204a7e058a3456c2443e147e3247f9bf8,AlkaizerX,AlkPOOOOOP,Berserker,32,96,3123935573,False,3123935573,3123935573,3123935573,3123935573,3123935573,3123935573,3123935573,3123935573,3123935573
3587aba4244680164b41e714899a793b59c3b53d3bac718e9bcc5abeb458808a,IAmRelaxed,wwwARENAOFKINGScom,Elementalist,33,96,3114508153,True,3114508153,DEAD 3114508153,DEAD 3114508153,DEAD 3114508153,DEAD 3114508153,DEAD 3114508153,DEAD 3114508153,DEAD 3114508153,DEAD 3114508153
32715c25a34e64f7d484287cf887e73f0e705807627d1b436ec36f2495db7b80,crawr,ccrawr,Saboteur,34,96,3112830263,False,3112830263,3112830263,3112830263,3112830263,3112830263,3112830263,3112830263,3112830263,3112830263
2908424b91e69bf5cfd54a4e87e35d64e6902a0bc7e0d78af0509ecd4398e061,Luluguy,PiotrMaciejczaksyn,Assassin,35,96,3112523058,False,3112523058,3112523058,3112523058,3112523058,3112523058,3112523058,3112523058,3112523058,3112523058
a6ff01b51d7a16833eb21ab0920caada707ebadadeb81188dd9bc7b30c0f7a2b,HOLLOMI,MRHBUFFSTRIKESKILLS,Champion,36,95,3077854588,False,3072909446,3072909446,3072909446,3072909446,3072909446,3072915250,3074399334,3076065949,3077854588
c8989c2b796225d106758bd7e3c2a49a7be0ac9f88f5504af33b7dbf866c4cff,Aekolol,Schweppezlul,Ascendant,37,95,3069235986,False,3069235986,3069235986,3069235986,3069235986,3069235986,3069235986,3069235986,3069235986,3069235986
b6930256aca916eea948c6de45210e4a34893c119126075d918fabca6c328845,Tekkless,TwoButtonTekkless,Necromancer,38,95,3028388001,False,3028388001,3028388001,3028388001,3028388001,3028388001,3028388001,3028388001,3028388001,3028388001
a8c6700db29bcbe409987a41f021741dbfc9aa07dd36d108affbcc6f56e21d2e,Recrema,_로그라이크_,Hierophant,39,95,3024886796,False,3018540314,3019283716,3021121256,3021177512,3021177512,3021934742,3024569636,3024886796,3024886796
d132f30384e808fe42e18330a240a1459d689c656b824cb7126322d46436259f,willowbreaker,WasteOfLifeX,Necromancer,40,95,3005679482,False,3003945387,N/A,N/A,N/A,N/A,N/A,N/A,3003945387,3005679482
f6b1942e0328403557290dd6ceb5f4efb8eb9124c34f9322f42782f5f7e1a27e,EverAnimal,dismantledpiecebypiece,Slayer,404,95,3000622779,False,3000622779,3000622779,3000622779,3000622779,3000622779,3000622779,N/A,N/A,N/A
